Submission id,PROLIFIC_PID,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Employment-sector,Knowledge of software development techniques,Company size,Company type,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6695892aa10e8650347afd6c,66900002ff048b17b2161309,APPROVED,Not Applicable,2024-07-15T20:40:22.195000Z,2024-07-15T20:48:36.833000Z,2024-07-23T12:36:34.813000Z,2024-07-15T20:48:37.725550Z,495,NOCODE,9,Information Technology,"Background processing, Debugging",1000+,Large private enterprise,25,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time
66958a21388297b58082bc87,66900b7e8c9b73b28629c65f,APPROVED,Not Applicable,2024-07-15T20:44:22.307000Z,2024-07-15T20:51:48.915000Z,2024-07-23T14:44:32.581000Z,2024-07-23T17:26:05.158510Z,447,NOCODE,32,Information Technology,"Cloud computing, Shell scripting, Background processing, Debugging, Unit testing, Functional testing, Web servers, Database management, Responsive design, UI design",1000+,Large private enterprise,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66958ac381b1645938394644,6509d823ba8e80eb6d142f52,APPROVED,Not Applicable,2024-07-15T20:47:14.049000Z,2024-07-15T21:06:17.524000Z,2024-07-24T13:23:43.056000Z,2024-07-23T17:26:05.160707Z,1144,NOCODE,97,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66958ad24c396545fe33c53b,66942c820c38a5f9ae174dbb,APPROVED,Not Applicable,2024-07-15T20:47:19.258000Z,2024-07-15T20:52:25.405000Z,2024-07-23T12:49:52.460000Z,2024-07-15T20:52:27.244526Z,307,NOCODE,0,Information Technology,"Monitoring, Debugging, Functional testing, Unit testing",1000+,Large private enterprise,29,Male,Asian,Malaysia,Canada,Canada,English,No,Full-Time
66958b756cf4e4237ea21f92,668adaf1d586193f9b9d44c2,APPROVED,Not Applicable,2024-07-15T20:50:07.667000Z,2024-07-15T21:06:02.529000Z,2024-07-24T13:24:01.598000Z,2024-07-23T17:26:05.180333Z,955,NOCODE,9,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66958bb3e33f6b17bea3a3fd,66706e3819fcd0fd1729fc28,APPROVED,Not Applicable,2024-07-15T20:51:08.419000Z,2024-07-15T21:08:27.915000Z,2024-07-16T15:56:52.294000Z,2024-07-15T21:11:33.225354Z,1040,NOCODE,12,Information Technology,Don't know/Rather not say,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),30,Female,Black,South Africa,South Africa,South Africa,Other,No,Full-Time
66958bf043a5251e5b7af590,66014dfebb8c4ad4f4e266e9,APPROVED,Not Applicable,2024-07-15T20:52:03.562000Z,2024-07-15T20:59:18.708000Z,2024-07-16T16:08:58.536000Z,2024-07-16T16:11:06.220670Z,436,NOCODE,43,Information Technology,"Background processing, caching, Version control, Debugging, Unit testing, Web servers, Database management, Responsive design, UI design, UX",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),23,Male,White,France,France,France,French,Yes,Full-Time
66958c02ac30d26848240c05,5e8e0a10e9878f06eb114260,APPROVED,Not Applicable,2024-07-15T20:52:24.340000Z,2024-07-15T20:57:17.565000Z,2024-07-23T12:48:37.684000Z,2024-07-15T20:57:18.227898Z,294,NOCODE,351,Information Technology,Virtualisation,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),36,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
66958d8824de494a22ae92ef,65e1eed9e85da887cb8c3016,APPROVED,Not Applicable,2024-07-15T20:59:00.680000Z,2024-07-15T21:08:17.242000Z,2024-07-16T15:57:27.834000Z,2024-07-15T21:08:18.540317Z,557,NOCODE,19,Information Technology,"Cloud computing, Background processing, Monitoring, Version control, Virtualisation, Shell scripting",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),30,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
66958d9ec80d181bdd2a22a6,6478a3d537403513dc2b890f,APPROVED,Not Applicable,2024-07-15T20:59:16.209000Z,2024-07-15T21:05:39.054000Z,2024-07-16T15:56:38.279000Z,2024-07-15T21:06:12.149121Z,383,NOCODE,248,Information Technology,"Cloud computing, Shell scripting, Search technologies, Monitoring, caching, Version control, Debugging, Unit testing, Web servers, Database management, Responsive design, UI design",1000+,Large private enterprise,56,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
66958dd44307a82def2a2510,6679835aac87a0949cec678d,APPROVED,Not Applicable,2024-07-15T21:00:23.621000Z,2024-07-15T21:10:31.114000Z,2024-07-23T13:04:45.741000Z,2024-07-23T17:26:05.256096Z,608,NOCODE,48,Information Technology,"Cloud computing, Shell scripting, Debugging, Web servers, Database management, Responsive design, UI design",1000+,Large private enterprise,37,Male,Other,Mexico,Canada,Mexico,Spanish,No,Full-Time
66958dff14b1404de30e4641,668be776cc2551e8279790a6,APPROVED,Not Applicable,2024-07-15T21:00:53.375000Z,2024-07-15T21:07:14.600000Z,2024-07-16T15:57:04.806000Z,2024-07-15T21:07:24.701344Z,382,NOCODE,11,Information Technology,Database management,1000+,Large private enterprise,33,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
66958e301b5c8db726ae938b,632b63afb2925ec0b40d0f3d,APPROVED,Not Applicable,2024-07-15T21:01:40.363000Z,2024-07-15T21:06:39.828000Z,2024-07-23T12:49:16.221000Z,2024-07-15T21:07:08.441573Z,300,NOCODE,659,Information Technology,"Cloud computing, Debugging, Unit testing, UI design",1000+,Large private enterprise,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66958e6170053c13b7233362,6023fe0496b493000b2fb657,APPROVED,Not Applicable,2024-07-15T21:02:28.704000Z,2024-07-15T21:07:14.868000Z,2024-07-23T12:48:06.025000Z,2024-07-15T21:07:24.768144Z,287,NOCODE,138,Information Technology,Don't know/Rather not say,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),26,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
66958e63fa67fc1ca12332e0,5f450738ab827a05e739ef40,APPROVED,Not Applicable,2024-07-15T21:02:27.940000Z,2024-07-15T21:09:07.897000Z,2024-07-23T12:39:57.163000Z,2024-07-15T21:09:09.440044Z,400,NOCODE,1432,Information Technology,"Shell scripting, Monitoring, Search technologies",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),30,Male,White,Lithuania,United Kingdom,Lithuania,Lithuanian,Yes,Full-Time
66958e6d6cccaf839ed4c98f,6580954b223031eddaaf646c,APPROVED,Not Applicable,2024-07-15T21:06:23.887000Z,2024-07-15T21:13:24.290000Z,2024-07-25T09:54:58.029000Z,2024-07-23T17:26:05.300328Z,421,NOCODE,126,Information Technology,"Cloud computing, Shell scripting, Version control, Monitoring, caching",1000+,Large private enterprise,29,Male,White,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,Full-Time
66958eb512272a07f89d5bab,6159e5f964d5b78cedb9c192,APPROVED,Not Applicable,2024-07-15T21:03:49.973000Z,2024-07-15T21:09:09.489000Z,2024-07-23T12:51:28.240000Z,2024-07-15T21:09:11.201984Z,320,https://vuamsterdam.eu.qualtrics.com/jfe/form/SV_6J8LNL8BYSuUuAC?PROLIFIC_PID=6159e5f964d5b78cedb9c192&amp;STUDY_ID=66958307a0ad31e4d59283db&amp;SESSION_ID=66958eb512272a07f89d5bab,797,Information Technology,"Responsive design, Web servers",1000+,Large private enterprise,47,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
66958f18fa024fe29f1c6304,6659ce0aede1cd81f25f5e6f,APPROVED,Not Applicable,2024-07-15T21:05:53.869000Z,2024-07-15T21:28:04.776000Z,2024-07-16T15:57:51.546000Z,2024-07-15T21:28:06.272277Z,1331,NOCODE,19,Information Technology,"Monitoring, Background processing",1000+,Large private enterprise,35,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
66958f79fb3b197bf7cd0cea,5f1bf7bb9f48184274051108,APPROVED,Not Applicable,2024-07-15T21:07:14.027000Z,2024-07-15T21:14:16.207000Z,2024-07-16T15:57:41.013000Z,2024-07-15T21:14:22.718105Z,423,NOCODE,1182,Information Technology,"Search technologies, Cloud computing, Database management",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),49,Male,White,France,Ireland,France,French,No,Full-Time
6695905a4528ba840cfcac8b,6152305042a5020fd676cae3,APPROVED,Not Applicable,2024-07-15T21:10:54.917000Z,2024-07-15T21:17:23.953000Z,2024-07-23T12:40:30.748000Z,2024-07-15T21:17:25.426654Z,390,NOCODE,2249,Information Technology,"Shell scripting, Version control, Debugging, UI design",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),64,Male,White,United States,United States,United States,English,No,Full-Time
669590875567271823e3a858,6679757dcf5a0a996e500673,APPROVED,Not Applicable,2024-07-15T21:11:38.460000Z,2024-07-15T21:16:19.671000Z,2024-07-23T17:23:50.286000Z,2024-07-23T17:26:05.318678Z,282,NOCODE,42,Information Technology,"Cloud computing, Monitoring, Version control, Debugging, Functional testing, Web servers, Database management, A/B testing, UX, UI design, Responsive design",1000+,Large private enterprise,36,Male,White,Brazil,Canada,Brazil,Portuguese,No,Full-Time
669591c212272a07f89d5c6c,6692fcc54896e26c1dad62bb,APPROVED,Not Applicable,2024-07-15T21:16:53.848000Z,2024-07-15T21:22:13.501000Z,2024-07-23T12:51:45.857000Z,2024-07-15T21:23:07.692955Z,320,NOCODE,3,Information Technology,Web servers,1000+,Large private enterprise,43,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
669591c7db6844370357b576,661b22db44cb7188b3accbff,APPROVED,Not Applicable,2024-07-15T21:16:58.208000Z,2024-07-15T21:19:45.286000Z,2024-07-24T13:25:26.292000Z,2024-07-23T17:26:05.350867Z,168,NOCODE,261,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6695920e24de494a22ae93d6,6023f94d1951e70ae21770ec,APPROVED,Not Applicable,2024-07-15T21:18:11.415000Z,2024-07-15T21:23:24.358000Z,2024-07-23T12:50:37.286000Z,2024-07-15T21:23:49.226262Z,313,no code provided,1128,Information Technology,"Virtualisation, Database management, UI design, UX, Monitoring",1000+,Large private enterprise,36,Male,White,United Kingdom,United Kingdom,United Kingdom,Lithuanian,Yes,Full-Time
669592113e3dfcf11257e461,6679928f3c55062c3e2408e9,APPROVED,Not Applicable,2024-07-15T21:18:23.638000Z,2024-07-15T22:01:01.361000Z,2024-07-23T12:24:48.426000Z,2024-07-15T22:01:08.344028Z,2558,NOCODE,30,Information Technology,"Background processing, Don't know/Rather not say",1000+,Large private enterprise,26,Male,Asian,China,Canada,China,Mandarin,No,Full-Time
6695923a9218b2aa92f04430,62b1e4dfa33a3d444584c8b3,APPROVED,Not Applicable,2024-07-15T21:18:55.067000Z,2024-07-15T21:23:44.450000Z,2024-07-23T12:48:16.309000Z,2024-07-15T21:23:58.875906Z,290,NOCODE,3357,Information Technology,Don't know/Rather not say,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),36,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66959257383d9c538fb322f1,655d0002ee5c1de6a2c46327,APPROVED,Not Applicable,2024-07-15T21:19:22.397000Z,2024-07-15T21:25:07.611000Z,2024-07-23T12:52:37.984000Z,2024-07-15T21:25:08.456080Z,346,NOCODE,135,Information Technology,"Shell scripting, Monitoring, Virtualisation, Debugging, Functional testing, Unit testing, Web servers, A/B testing",1000+,Large private enterprise,35,Male,White,France,France,France,French,No,Full-Time
669592eb6bd7577466d2d5f4,66758bdec51b6b1ad14e2438,APPROVED,Not Applicable,2024-07-15T21:21:59.121000Z,2024-07-15T21:27:49.514000Z,2024-07-23T12:52:48.105000Z,2024-07-15T21:27:50.666785Z,351,NOCODE,8,Information Technology,"UX, UI design, A/B testing, Database management",1000+,Large private enterprise,23,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
6695931124bcc9d19a57a2c4,6648adee7d29687acc3a0912,APPROVED,Not Applicable,2024-07-15T21:22:31.172000Z,2024-07-15T21:29:38.105000Z,2024-07-16T15:58:28.436000Z,2024-07-15T21:29:38.632329Z,427,NOCODE,65,Information Technology,Don't know/Rather not say,1000+,Large private enterprise,54,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
6695940740089a9428928767,60fe54550c56a36a9a0558cd,APPROVED,Not Applicable,2024-07-15T21:26:42.565000Z,2024-07-15T21:39:26.968000Z,2024-07-23T12:33:26.135000Z,2024-07-15T21:39:29.449094Z,765,NOCODE,299,Information Technology,"Search technologies, Functional testing",1000+,Large private enterprise,37,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
6695940f22e89dfccd8d16cf,656e1ed4402d628e268816d8,APPROVED,Not Applicable,2024-07-15T21:27:05.217000Z,2024-07-15T21:34:04.788000Z,2024-07-16T15:58:42.208000Z,2024-07-15T21:34:29.146021Z,420,NOCODE,185,Information Technology,Don't know/Rather not say,1000+,Large private enterprise,34,Female,Asian,China,France,France,Chinese,No,Full-Time
66959416f84305d987b4e828,5d14fa7e5385be0001b1bd81,APPROVED,Not Applicable,2024-07-15T21:26:49.422000Z,2024-07-15T21:31:40.406000Z,2024-07-25T09:54:57.051000Z,2024-07-23T17:26:05.426245Z,291,NOCODE,114,Information Technology,"Virtualisation, Web servers, Database management, Version control, Monitoring, Background processing, Cloud computing",1000+,Large private enterprise,36,Male,White,Canada,Canada,Canada,English,No,Full-Time
6695942ee8dc22486f24100d,668ec4ddc9aed2f8cc62cb28,APPROVED,Not Applicable,2024-07-15T21:27:14.898000Z,2024-07-15T21:35:07.792000Z,2024-07-23T12:37:16.879000Z,2024-07-15T21:35:08.622978Z,473,NOCODE,15,Information Technology,"Cloud computing, Shell scripting, Background processing, Search technologies, Monitoring, caching, Version control, Debugging, Virtualisation, Functional testing, Unit testing, Web servers, Database management, Responsive design, UI design, UX",1000+,Large private enterprise,33,Male,Asian,India,Canada,India,Hindi,No,Full-Time
6695948371a84d32198eee38,5bd04ae2cff8c700012aabb4,APPROVED,Not Applicable,2024-07-15T21:28:39.996000Z,2024-07-15T21:35:41.969000Z,2024-07-23T12:38:53.948000Z,2024-07-15T21:35:43.256585Z,422,NOCODE,735,Information Technology,"Responsive design, UX, UI design",1000+,Large private enterprise,34,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
669595163b92f8bad67ee4c5,6636a7456e7f277f59dda9bd,APPROVED,Not Applicable,2024-07-15T21:31:05.668000Z,2024-07-15T21:34:46.381000Z,2024-07-23T12:43:14.079000Z,2024-07-15T21:34:47.168651Z,221,NOCODE,187,Information Technology,"Unit testing, Functional testing, Debugging, Version control, Background processing, Shell scripting, A/B testing, UX",1000+,Large private enterprise,31,Female,Asian,India,United States,India,Other,No,Full-Time
6695952338627e0d9e2da2d0,602d6290d0550577c03a4364,APPROVED,Not Applicable,2024-07-15T21:31:22.825000Z,2024-07-15T21:45:45.416000Z,2024-07-23T12:31:53.801000Z,2024-07-15T21:45:46.233175Z,863,NOCODE,128,Information Technology,Don't know/Rather not say,1000+,Large private enterprise,24,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
66959530f682cbdaaf83fb43,65ce1cd9ab1af2d57ecc6434,APPROVED,Not Applicable,2024-07-15T21:31:35.206000Z,2024-07-15T21:40:03.327000Z,2024-07-16T15:59:02.462000Z,2024-07-15T21:40:04.045619Z,509,NOCODE,53,Information Technology,"Cloud computing, Search technologies, Database management, UI design, UX",1000+,Large private enterprise,31,Male,Black,Tanzania,France,Tanzania,Swahili,No,Part-Time
669595386ff899bf56857fe1,667ace1b01dab1e53c9351a7,APPROVED,Not Applicable,2024-07-15T21:31:36.161000Z,2024-07-15T21:45:13.823000Z,2024-07-23T12:59:33.007000Z,2024-07-23T17:26:05.481547Z,818,NOCODE,76,Information Technology,"Cloud computing, Web servers, Database management, Functional testing, Debugging, Virtualisation, Shell scripting, Search technologies, Monitoring",1000+,Large private enterprise,33,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
6695953940089a9428928797,5ee7a70c55e80504fa3bc6ab,APPROVED,Not Applicable,2024-07-15T21:31:41.306000Z,2024-07-15T21:35:29.999000Z,2024-07-23T12:43:31.195000Z,2024-07-15T21:35:31.806663Z,229,NOCODE,410,Information Technology,Cloud computing,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
669595738b77708db0a1c1f3,66939d855c5ac6ac467be584,APPROVED,Not Applicable,2024-07-15T21:33:01.234000Z,2024-07-15T21:40:26.962000Z,2024-07-16T15:58:56.472000Z,2024-07-15T21:40:27.986491Z,446,NOCODE,16,Information Technology,"Cloud computing, Shell scripting, Search technologies, Background processing",1000+,Large private enterprise,25,Male,White,United States,United States,United States,English,No,Full-Time
669595af20e5a482c38ddf70,666ca9d0c209223644cd956e,APPROVED,Not Applicable,2024-07-15T21:33:40.924000Z,2024-07-15T21:38:25.081000Z,2024-07-23T12:47:33.114000Z,2024-07-15T21:38:25.834246Z,285,NOCODE,39,Information Technology,Don't know/Rather not say,1000+,Large private enterprise,35,Female,White,Canada,Canada,Canada,English,No,Part-Time
669595d244269c3d2a6aab56,65fd56b4fb5f65420b0c69a2,APPROVED,Not Applicable,2024-07-15T21:34:16.720000Z,2024-07-15T21:41:03.217000Z,2024-07-25T09:55:12.902000Z,2024-07-15T21:43:03.270373Z,407,NOCODE,88,Information Technology,"Version control, Monitoring, Shell scripting, Debugging, Unit testing, Database management, A/B testing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),39,Male,White,Germany,Germany,Germany,German,No,Full-Time
669595dda47c39f91d2b4316,65beabad4c2ea319391adf87,APPROVED,Not Applicable,2024-07-15T21:34:26.188000Z,2024-07-15T21:39:50.723000Z,2024-07-23T12:51:43.654000Z,2024-07-15T21:39:51.335502Z,325,NOCODE,186,Information Technology,"Cloud computing, Search technologies, Monitoring, Virtualisation, Unit testing, Web servers, Functional testing, Database management",1000+,Large private enterprise,24,Female,Asian,Taiwan,Canada,Canada,Chinese,No,Full-Time
669595ea6ff899bf56857fff,665c8b5876b5f49e54a78d24,APPROVED,Not Applicable,2024-07-15T21:34:37.070000Z,2024-07-15T21:38:47.576000Z,2024-07-23T12:44:36.032000Z,2024-07-15T21:38:49.338086Z,251,NOCODE,17,Information Technology,"Cloud computing, Shell scripting, Background processing, Search technologies, Monitoring, caching, Version control, Virtualisation, Debugging, Functional testing, Unit testing, Web servers, Database management, Responsive design, UI design, A/B testing, UX",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),26,Male,Mixed,United States,United States,United States,English,No,Full-Time
669595ff69494827308d1710,608b3a030c86f58ffd351d63,APPROVED,Not Applicable,2024-07-15T21:35:00.412000Z,2024-07-15T21:39:01.114000Z,2024-07-23T12:44:02.619000Z,2024-07-15T21:39:01.872254Z,241,NOCODE,1926,Information Technology,"Cloud computing, Unit testing, Search technologies",1000+,Large private enterprise,35,Male,White,France,United States,France,French,No,Full-Time
6695962e63bdc868081f60b0,62a0c5bf6efbdb2f7d383eaf,APPROVED,Not Applicable,2024-07-15T21:35:46.833000Z,2024-07-15T21:42:02.641000Z,2024-07-23T12:53:16.720000Z,2024-07-15T21:43:35.251955Z,376,NOCODE,1416,Information Technology,"Functional testing, UX",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
669596d422e89dfccd8d1789,652d36620eca7decc5bd4466,APPROVED,Not Applicable,2024-07-15T21:38:43.921000Z,2024-07-15T21:43:04.590000Z,2024-07-23T12:46:29.159000Z,2024-07-15T21:44:08.885424Z,261,NOCODE,78,Information Technology,UI design,1000+,Large private enterprise,23,Female,Black,Canada,Canada,Canada,English,Yes,Full-Time
6695973a6db58bdcd2d1e335,5ece9e3b3a19db0cf5af6692,APPROVED,Not Applicable,2024-07-15T21:40:10.130000Z,2024-07-15T21:47:29.847000Z,2024-07-16T15:59:29.637000Z,2024-07-15T21:47:30.723221Z,440,NOCODE,716,Information Technology,Don't know/Rather not say,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
669597d853a6952e7b9107f4,668a83a1c8d3a43fd880e18c,APPROVED,Not Applicable,2024-07-15T21:42:55.332000Z,2024-07-15T21:53:52.180000Z,2024-07-23T12:34:50.630000Z,2024-07-15T21:54:10.830655Z,657,NOCODE,24,Information Technology,"Cloud computing, Background processing, Search technologies, Shell scripting",1000+,Large private enterprise,24,Male,White,United States,United States,United States,English,No,Full-Time
669597da18c7037e34a96b7f,6693b2cf25ad5f070bebef81,APPROVED,Not Applicable,2024-07-15T21:42:53.188000Z,2024-07-15T21:53:35.630000Z,2024-07-23T12:35:19.965000Z,2024-07-15T21:53:42.224110Z,643,NOCODE,2,Information Technology,"Cloud computing, Shell scripting, Background processing, Search technologies",1000+,Large private enterprise,21,Male,White,United States,United States,United States,English,No,Full-Time
6695981828ad7f46483271e5,65fbe33d38ea0e3701414b61,APPROVED,Not Applicable,2024-07-15T21:44:00.603000Z,2024-07-15T22:01:03.783000Z,2024-07-25T09:55:00.162000Z,2024-07-15T22:01:08.947853Z,1024,CBHB8QEX,28,Information Technology,Don't know/Rather not say,1000+,Large private enterprise,27,Female,Black,Kenya,Kenya,Kenya,English,Yes,Part-Time
